State Abrev,Postcode,Taxable income no.,Taxable income,Total work related car expenses no.,Total work related car expenses,Avg Income,Avg WR car expense
VIC,3116,7032,423059184,1920,5731385,60162.0,2985.0963541666665
VIC,3121,22590,1900994010,5442,14815503,84152.01460823373,2722.4371554575523
VIC,3122,16582,1824729382,3308,8758243,110042.78024363768,2647.5946191051994
VIC,3123,10052,983287255,2169,5900968,97820.06118185435,2720.5938220378052
VIC,3124,15234,1492980945,2917,8320067,98003.21287908625,2852.268426465547
VIC,3125,8765,489837344,1683,3974493,55885.60684540787,2361.5525846702317
VIC,3126,5444,665138392,957,3009196,122178.24981631154,3144.405433646813
VIC,3127,12727,1187373034,2603,7199371,93295.59471988685,2765.7975412985015
VIC,3128,12778,681962308,2346,5201401,53370.03506025982,2217.135976129582
VIC,3129,10657,676706802,2331,5479204,63498.80848268743,2350.5808665808668
VIC,3130,20261,1339362217,4474,10502779,66105.43492423868,2347.514304872597
VIC,3131,13705,797611347,3072,7182375,58198.56599781102,2338.0126953125
VIC,3132,10675,662483852,2482,5948275,62059.37723653396,2396.565269943594
VIC,3133,13936,821724430,3039,7427955,58964.152554535016,2444.2102665350444
VIC,3134,21059,1343043680,5271,14079910,63775.28277695997,2671.2028078163535
VIC,3135,12193,744649608,3125,7557895,61071.89436561962,2418.5264
VIC,3136,27447,1615347484,7321,18872109,58853.33493642292,2577.804808086327
VIC,3137,8416,473096571,2291,5562753,56213.94617395437,2428.0894805761677
VIC,3138,13559,775708588,3666,9364027,57209.86709934361,2554.2899618112383
VIC,3139,8770,491190366,2388,6734514,56008.023489167615,2820.14824120603
VIC,3140,10326,604163116,2748,7261913,58508.9207824908,2642.617540029112
VIC,3141,18826,1984712594,3549,10228003,105424.01965367046,2881.9394195548043
VIC,3142,9906,2030161706,1631,5243697,204942.6313345447,3215.0196198651133
VIC,3143,6864,794669164,1450,4548389,115773.4796037296,3136.82
VIC,3144,7901,1072235070,1493,4978198,135708.77990127832,3334.3590087073007
VIC,3145,14936,1454264433,3249,9617317,97366.39213979646,2960.0852570021543
VIC,3146,17109,1706040459,3881,11150783,99715.96580746975,2873.1726359185777
VIC,3147,9165,734045665,2087,5578163,80092.2711402073,2672.8140872065164
VIC,3148,5902,340887014,1583,3878663,57757.88105726872,2450.1977258370184
VIC,3149,22087,1413823858,4643,11188412,64011.5840992439,2409.737669610166
VIC,3150,38216,2299028699,7233,16672037,60158.79995289931,2304.9961288538643
VIC,3151,6197,326509077,1268,2732641,52688.248668710665,2155.0796529968457
VIC,3152,21563,1218951536,5192,12272953,56529.774892176414,2363.8199152542375
VIC,3153,12644,682288155,3346,7487467,53961.41687757039,2237.7367005379556
VIC,3154,2664,156542858,710,1720926,58762.33408408408,2423.8394366197185
VIC,3155,13630,741465924,3655,8453779,54399.55421863536,2312.935430916553
VIC,3156,23656,1409759242,6417,17042859,59594.15125126818,2655.8920056100983
VIC,3158,4316,260271468,1168,2802462,60303.86190917516,2399.3681506849316
VIC,3159,1642,103482011,434,1038044,63021.93118148599,2391.8064516129034
VIC,3160,5688,346688370,1496,3949527,60950.83860759494,2640.058155080214
VIC,3161,10963,1124953339,2104,5961093,102613.64033567454,2833.2191064638782
VIC,3162,11781,991663971,2607,7288813,84174.85536032595,2795.8622938243193
VIC,3163,21609,1438645011,4845,11115912,66576.19561293906,2294.3058823529414
VIC,3164,66,4070938,11,22616,61680.878787878784,2056.0
VIC,3165,17178,1166392032,4587,12739510,67900.33950401677,2777.307608458688
VIC,3166,14710,910704239,3415,8185033,61910.55329707682,2396.788579795022
VIC,3167,5891,336808029,1439,3460586,57173.32014938041,2404.8547602501735
VIC,3168,10773,462644697,1898,3782078,42944.83402951824,1992.6649104320338
VIC,3169,11782,573357652,2616,5153934,48663.864539127484,1970.158256880734
VIC,3170,11502,659017544,2956,7325608,57295.908885411234,2478.2165087956696
VIC,3171,12256,512671594,2216,4210374,41830.25407963446,1899.9882671480145
VIC,3172,13272,686264019,3053,7259298,51707.65664556962,2377.7589256469046
VIC,3173,16662,883725797,4058,9672275,53038.398571600046,2383.5078856579594
VIC,3174,21687,957229518,4580,8989084,44138.401715313325,1962.682096069869
VIC,3175,28284,1300885763,6337,13840394,45993.69830999859,2184.060912103519
VIC,3177,5563,237510892,1174,2534902,42694.74959554197,2159.2010221465075
VIC,3178,21665,1293113388,6123,16555026,59686.74765751212,2703.744243018128
VIC,3179,3734,208477231,1024,2359046,55832.145420460634,2303.755859375
VIC,3180,4697,258683495,1254,2915658,55074.195230998506,2325.086124401914
VIC,3181,14816,1279356684,3594,10087064,86349.66819654427,2806.639955481358
VIC,3182,18250,1344965171,4238,11910099,73696.72169863014,2810.311231713072
VIC,3183,12764,951663507,2835,6756981,74558.40700407396,2383.4148148148147
VIC,3184,11145,1014037526,3005,8748474,90985.87043517272,2911.3058236272877
VIC,3185,9095,812895397,2121,5901467,89378.27344694888,2782.3983969825554
VIC,3186,16550,2346216736,3126,11592165,141765.3616918429,3708.306142034549
VIC,3187,10231,1011862671,2290,7963100,98901.6392337015,3477.3362445414846
VIC,3188,11585,1152911152,2730,8592412,99517.57893828225,3147.403663003663
VIC,3189,3997,253101331,1057,2656557,63322.824868651485,2513.2989593188267
VIC,3190,7221,522377427,1998,5393864,72341.42459493145,2699.6316316316315
VIC,3191,6930,703692031,1592,5227810,101542.86161616162,3283.8002512562816
VIC,3192,14713,970204096,4014,10563238,65941.96261809285,2631.598903836572
VIC,3193,13318,1308520726,3017,10294903,98252.04430094609,3412.297978123964
VIC,3194,8892,617292856,2387,6358201,69421.14889788574,2663.678676162547
VIC,3195,22929,1603774842,6538,17885005,69945.25892973963,2735.5468033037628
VIC,3196,15696,1016617598,4710,12341674,64769.21495922528,2620.3129511677284
VIC,3197,7441,507155186,2208,6574528,68156.85875554361,2977.5942028985505
VIC,3198,9801,547159002,3016,7619444,55826.85460667279,2526.340848806366
VIC,3199,32036,1790292507,9229,23901517,55883.77160069921,2589.827391916784
VIC,3200,2490,113404855,619,1420915,45544.118473895585,2295.5008077544426
VIC,3201,12563,671563420,4193,10000935,53455.6570882751,2385.1502504173623
VIC,3202,1687,114643636,491,1455959,67957.1049199763,2965.293279022403
VIC,3204,20488,1519103287,4869,12913752,74146.0019035533,2652.239063462723
VIC,3205,8089,735873939,1628,4721956,90972.17690691062,2900.4643734643732
VIC,3206,7013,1009508323,1498,5250581,143948.14244973622,3505.0607476635514
VIC,3207,11694,1194447901,3113,10521749,102141.94467248161,3379.938644394475
VIC,3211,769,55934785,199,567809,72737.04161248375,2853.311557788945
VIC,3212,10111,608758739,3344,8244626,60207.56987439423,2465.498205741627
VIC,3213,2061,129532320,649,1784929,62849.257641921395,2750.275808936826
VIC,3214,10439,470166640,2903,6106889,45039.43289587125,2103.6476059249053
VIC,3215,12173,695399325,3838,8575009,57126.37188860593,2234.2389265242314
VIC,3216,35061,2052191917,10120,22128423,58532.04178431876,2186.6030632411066
VIC,3217,7996,477210713,2915,6747131,59681.179714857426,2314.6246998284732
VIC,3218,8689,556690860,2705,6337824,64068.46127287375,2343.003327171904
VIC,3219,11105,576128737,3409,6917474,51880.12039621792,2029.1798181284835
VIC,3220,11245,886622372,2793,6440051,78845.92014228545,2305.782670963122
VIC,3221,1811,139444609,402,1016570,76998.67973495307,2528.781094527363
VIC,3222,9518,521267470,2719,5968030,54766.49191006514,2194.9356381022435
VIC,3223,4344,230415930,1025,2385888,53042.341160220996,2327.6956097560974
VIC,3224,8310,443374881,2529,5170653,53354.37797833935,2044.544483985765
VIC,3225,2947,183648152,601,1495348,62316.98405157788,2488.099833610649
VIC,3226,9817,591232171,2930,6666085,60225.34083732301,2275.11433447099
VIC,3227,3241,245489668,817,2211828,75745.03795124961,2707.2558139534885
VIC,3228,13285,917731870,3900,10452415,69080.30636055702,2680.10641025641
VIC,3230,1755,100497002,426,963605,57263.249002849,2261.9835680751175
VIC,3231,857,52160040,175,444508,60863.52392065344,2540.0457142857144
VIC,3232,803,44564743,134,309495,55497.81195516812,2309.6641791044776
VIC,3233,1355,62050673,263,494725,45793.85461254613,1881.083650190114
VIC,3234,114,6438439,13,17473,56477.5350877193,1344.076923076923
VIC,3235,262,18789100,49,121264,71714.12213740459,2474.7755102040815
VIC,3236,169,7160465,38,71853,42369.61538461538,1890.8684210526317
VIC,3237,135,4585153,23,68124,33964.096296296295,2961.913043478261
VIC,3238,170,6252475,35,90433,36779.26470588235,2583.8
VIC,3239,267,11867502,63,121423,44447.573033707864,1927.3492063492063
VIC,3240,1336,82729462,332,842935,61923.25,2538.960843373494
VIC,3241,1636,86063370,415,972338,52605.97188264059,2342.9831325301207
VIC,3242,602,29722560,131,293837,49373.023255813954,2243.030534351145
VIC,3243,252,12137244,51,119688,48163.666666666664,2346.823529411765
VIC,3249,2211,101138699,528,942356,45743.41881501583,1784.7651515151515
VIC,3250,7298,362348238,2041,3528998,49650.347766511375,1729.0534051935326
VIC,3251,325,15025718,77,131481,46232.97846153846,1707.5454545454545
VIC,3254,182,7717535,57,79618,42404.03846153846,1396.8070175438597
VIC,3260,2730,131098917,633,1230407,48021.58131868132,1943.7709320695103
VIC,3264,1334,63003865,376,684855,47229.28410794603,1821.4228723404256
VIC,3265,1536,76171831,353,647736,49591.035807291664,1834.9461756373937
VIC,3266,1786,80555064,356,655241,45103.619260918254,1840.564606741573
VIC,3267,167,7389699,25,45518,44249.694610778446,1820.72
VIC,3268,1651,76209139,374,709496,46159.38158691702,1897.048128342246
VIC,3269,453,25997907,105,206792,57390.52317880795,1969.4476190476191
VIC,3270,161,7224457,38,77148,44872.40372670807,2030.2105263157894
VIC,3271,137,7189049,25,78394,52474.810218978106,3135.76
VIC,3272,832,37758118,243,446279,45382.35336538462,1836.5390946502057
VIC,3273,92,5879832,10,25333,63911.217391304344,2533.3
VIC,3274,149,8553619,26,70019,57406.838926174496,2693.0384615384614
VIC,3275,282,14591261,76,115622,51742.06028368794,1521.342105263158
VIC,3276,277,19074069,69,161889,68859.45487364622,2346.217391304348
VIC,3277,1149,65556711,309,583643,57055.44908616188,1888.812297734628
VIC,3278,168,8314859,65,154924,49493.208333333336,2383.4461538461537
VIC,3279,213,10534208,44,91070,49456.37558685446,2069.7727272727275
VIC,3280,19695,1060696883,5470,9331940,53856.1504442752,1706.0219378427787
VIC,3281,1121,62178169,325,555708,55466.698483496875,1709.8707692307692
VIC,3282,1637,83910027,481,823675,51258.41600488699,1712.4220374220374
VIC,3283,734,39479424,168,303749,53786.68119891008,1808.029761904762
VIC,3284,2146,116582784,464,905560,54325.62162162162,1951.6379310344828
VIC,3285,708,38063119,153,333206,53761.46751412429,2177.8169934640523
VIC,3286,335,17667476,61,136019,52738.73432835821,2229.8196721311474
VIC,3287,267,12025898,63,123377,45040.816479400746,1958.3650793650793
VIC,3289,457,22599291,84,177489,49451.40262582057,2112.964285714286
VIC,3292,98,3963008,16,27747,40438.857142857145,1734.1875
VIC,3293,203,11293948,33,68628,55635.2118226601,2079.6363636363635
VIC,3294,604,30226703,96,209361,50044.21026490066,2180.84375
VIC,3300,5927,296964371,1279,2577057,50103.656318542264,2014.8999218139172
VIC,3301,758,37217867,135,317804,49100.08839050132,2354.1037037037036
VIC,3302,244,17068018,40,97786,69950.89344262295,2444.65
VIC,3303,201,10569239,46,91231,52583.27860696518,1983.2826086956522
VIC,3304,1530,73985037,321,657720,48356.23333333333,2048.9719626168226
VIC,3305,7338,401876200,1772,3025578,54766.44862360316,1707.4367945823928
VIC,3309,62,2751001,3,4571,44370.98387096774,1523.6666666666667
VIC,3310,149,6932266,35,103788,46525.275167785236,2965.3714285714286
VIC,3311,871,40408613,168,336135,46393.35591274397,2000.8035714285713
VIC,3312,555,26826209,76,163932,48335.51171171171,2157.0
VIC,3314,335,18953025,52,107254,56576.19402985075,2062.576923076923
VIC,3315,970,47971961,162,361240,49455.629896907216,2229.8765432098767
VIC,3317,114,6300625,26,82601,55268.64035087719,3176.9615384615386
VIC,3318,710,38786601,107,245982,54629.01549295775,2298.8971962616824
VIC,3319,232,14216367,57,132401,61277.44396551724,2322.8245614035086
VIC,3321,1033,62450968,313,758736,60455.92255566311,2424.076677316294
VIC,3322,101,5084991,15,34701,50346.44554455446,2313.4
VIC,3323,78,5678633,20,28692,72802.98717948717,1434.6
VIC,3324,317,17409098,68,182598,54918.29022082019,2685.264705882353
VIC,3325,260,12151788,50,112750,46737.64615384615,2255.0
VIC,3328,1131,66485319,361,972935,58784.54376657825,2695.1108033241
VIC,3329,162,6688539,38,82159,41287.27777777778,2162.0789473684213
VIC,3330,135,5927976,44,104450,43910.933333333334,2373.8636363636365
VIC,3331,3961,230234330,1352,3277059,58125.30421610704,2423.8602071005917
VIC,3332,653,38480531,195,509204,58928.83767228178,2611.3025641025642
VIC,3333,519,28691459,140,310774,55282.19460500963,2219.8142857142857
VIC,3334,359,19715355,96,314903,54917.42339832869,3280.2395833333335
VIC,3335,2693,150041095,902,2440734,55715.222799851465,2705.9135254988914
VIC,3336,5020,287803615,1671,3883894,57331.397410358564,2324.293237582286
VIC,3337,20909,1096784366,7148,16128150,52455.13252666316,2256.3164521544486
VIC,3338,14744,783572930,4928,11647600,53145.206863809006,2363.555194805195
VIC,3340,13391,799029727,4661,12277076,59669.160406243,2634.0004290924694
VIC,3341,1006,62925386,381,1036903,62550.08548707754,2721.530183727034
VIC,3342,2098,131339798,728,1862236,62602.38226882745,2558.0164835164837
VIC,3345,793,47611808,262,692173,60040.11097099622,2641.881679389313
VIC,3350,35916,2117044595,11385,23834450,58944.33107807105,2093.495827843654
VIC,3351,4882,256701639,1606,3602234,52581.24518639901,2242.9850560398504
VIC,3352,10046,564431517,3239,7171768,56184.70207047581,2214.192034578574
VIC,3353,210,13138257,55,98880,62563.12857142857,1797.8181818181818
VIC,3354,194,13156728,59,175036,67818.18556701031,2966.7118644067796
VIC,3355,6269,308090615,1820,3644463,49145.097304195246,2002.4521978021978
VIC,3356,7846,362793828,2642,5166400,46239.33571246495,1955.4882664647994
VIC,3357,2327,145465526,727,1523056,62512.04383326171,2094.987620357634
VIC,3358,1004,55237679,399,815742,55017.60856573705,2044.4661654135339
VIC,3360,401,19418197,123,278742,48424.43142144638,2266.1951219512193
VIC,3361,350,17407453,84,206622,49735.58,2459.785714285714
VIC,3363,1887,98249087,575,1189364,52066.288818229994,2068.4591304347828
VIC,3364,1174,57432702,307,706836,48920.52981260647,2302.3973941368076
VIC,3370,930,40390490,288,553895,43430.63440860215,1923.2465277777778
VIC,3371,480,21270819,132,264758,44314.20625,2005.7424242424242
VIC,3373,1219,56161838,348,787469,46072.05742411813,2262.8419540229884
VIC,3374,197,10060689,43,85387,51069.48730964467,1985.7441860465117
VIC,3375,130,7780958,25,74545,59853.52307692308,2981.8
VIC,3377,4926,248125442,1280,2327243,50370.57287860333,1818.15859375
VIC,3378,108,7787147,11,39498,72103.21296296296,3590.7272727272725
VIC,3379,367,20565597,60,132544,56037.049046321525,2209.0666666666666
VIC,3380,3492,172808618,731,1309681,49487.0040091638,1791.6292749658003
VIC,3381,733,35513967,162,363372,48450.15961800818,2243.037037037037
VIC,3384,318,14371479,76,143288,45193.33018867925,1885.3684210526317
VIC,3385,283,13970631,50,105135,49366.18727915194,2102.7
VIC,3387,191,9552011,37,85762,50010.528795811515,2317.891891891892
VIC,3388,327,18043731,69,124886,55179.605504587154,1809.9420289855072
VIC,3390,497,24070617,98,209510,48431.82494969819,2137.8571428571427
VIC,3391,91,3438696,13,36308,37787.868131868134,2792.923076923077
VIC,3392,292,13104377,45,81365,44878.00342465754,1808.111111111111
VIC,3393,1402,71709960,266,544236,51148.33095577746,2046.0
VIC,3395,231,11876910,30,81301,51415.194805194806,2710.0333333333333
VIC,3396,431,21117052,73,123331,48995.48027842227,1689.4657534246576
VIC,3400,8478,426777272,1984,3719078,50339.380986081625,1874.5352822580646
VIC,3401,2705,144199665,531,1120945,53308.563770794826,2111.0075329566853
VIC,3402,304,16345109,59,105616,53766.80592105263,1790.1016949152543
VIC,3407,258,14164149,39,128523,54899.8023255814,3295.4615384615386
VIC,3409,611,32903496,109,223267,53851.87561374796,2048.321100917431
VIC,3412,170,10989711,46,90059,64645.35882352941,1957.804347826087
VIC,3413,116,6759093,18,54424,58268.043103448275,3023.5555555555557
VIC,3414,895,49113437,193,328678,54875.34860335196,1702.9948186528497
VIC,3418,1696,94551719,242,474834,55749.83431603773,1962.1239669421489
VIC,3419,568,33369203,95,169981,58748.596830985916,1789.2736842105264
VIC,3420,163,13108859,27,69436,80422.44785276074,2571.703703703704
VIC,3423,202,9310345,27,50066,46090.816831683165,1854.2962962962963
VIC,3424,407,19410702,71,143125,47692.1425061425,2015.8450704225352
VIC,3427,2693,194254775,921,2076738,72133.22502784999,2254.8729641693812
VIC,3428,402,35591419,114,362919,88535.86815920398,3183.5
VIC,3429,23054,1388757465,7710,19135484,60239.32788236315,2481.904539559014
VIC,3430,197,13946371,57,223050,70793.7614213198,3913.157894736842
VIC,3431,2562,160270427,811,2193264,62556.76307572209,2704.39457459926
VIC,3432,108,6851372,27,110240,63438.62962962963,4082.962962962963
VIC,3433,138,8708375,27,82642,63104.166666666664,3060.814814814815
VIC,3434,3374,212424140,1121,2857655,62959.14048606995,2549.2016057091882
VIC,3435,1743,103781679,576,1421372,59541.984509466434,2467.659722222222
VIC,3437,6829,475637424,2166,6102476,69649.64475032948,2817.394275161588
VIC,3438,1364,98833123,392,1180110,72458.30131964809,3010.484693877551
VIC,3440,1188,93713414,338,938057,78883.34511784512,2775.316568047337
VIC,3441,868,85723097,194,581089,98759.32834101382,2995.3041237113403
VIC,3442,4742,345501950,1234,3006572,72859.96415014761,2436.444084278768
VIC,3444,5599,328693179,1427,3123869,58705.69369530273,2189.1163279607567
VIC,3446,664,35800581,176,363008,53916.53765060241,2062.5454545454545
VIC,3447,292,14735146,62,149546,50462.82876712329,2412.032258064516
