Sub_code,State Abrev,Postcode,Taxable income no.,Taxable income,Total work related car expenses no.,Total work related car expenses,Avg Income,Avg WR car expense
QLD4020,QLD,4020,13813,818897551,3093,7820012,59284.55448,2528.293566
QLD4021,QLD,4021,5002,245228968,1236,2749718,49026.18313,2224.690939
QLD4022,QLD,4022,3506,170433943,838,1998721,48612.0773,2385.108592
QLD4025,QLD,4025,123,5776980,6,7446,46967.31707,1241
QLD4030,QLD,4030,12145,909731642,2638,6256071,74905.85772,2371.52047
QLD4031,QLD,4031,8953,649137781,2167,5062961,72505.05763,2336.391786
QLD4032,QLD,4032,11140,634697849,2375,4957166,56974.67226,2087.227789
QLD4034,QLD,4034,28171,1660082942,6145,13365371,58928.78996,2174.999349
QLD4035,QLD,4035,16887,1204379369,4033,10002637,71319.91289,2480.19762
QLD4036,QLD,4036,4131,226576467,995,2195672,54847.84967,2206.705528
QLD4037,QLD,4037,5052,349020064,1368,3692771,69085.52336,2699.394006
QLD4051,QLD,4051,18799,1538859595,4431,10510208,81858.58796,2371.972015
QLD4052,QLD,4052,50,3079777,15,50165,61595.54,3344.333333
QLD4053,QLD,4053,28892,1878916036,7467,16881268,65032.39776,2260.783179
QLD4054,QLD,4054,8395,504925558,2015,4661716,60145.98666,2313.5067
QLD4055,QLD,4055,13326,894254158,3214,6872812,67105.97013,2138.398258
QLD4059,QLD,4059,7895,558924311,1521,3435792,70794.71957,2258.903353
QLD4060,QLD,4060,8588,776770446,1876,5318453,90448.35189,2834.996269
QLD4061,QLD,4061,10680,837518993,2185,5405540,78419.38137,2473.93135
QLD4064,QLD,4064,8445,793722320,1679,4525613,93987.24926,2695.42168
QLD4065,QLD,4065,6296,677975391,1345,3598248,107683.5119,2675.277323
QLD4066,QLD,4066,12140,943987625,2160,4737472,77758.45346,2193.274074
QLD4067,QLD,4067,5475,442070197,661,1415983,80743.41498,2142.183056
QLD4068,QLD,4068,15866,1339635943,2704,5925825,84434.38441,2191.503328
QLD4069,QLD,4069,22295,2065590461,4296,11630002,92648.14806,2707.169926
QLD4070,QLD,4070,7214,505120260,1708,4250948,70019.44275,2488.845433
QLD4073,QLD,4073,5681,431039728,1393,3095488,75873.91797,2222.173726
QLD4074,QLD,4074,15289,979797049,3584,7851235,64085.09706,2190.634766
QLD4075,QLD,4075,15539,1183853894,3314,7368395,76185.97683,2223.414303
QLD4076,QLD,4076,2753,136904868,573,1128427,49729.33818,1969.331588
QLD4077,QLD,4077,16173,732435808,3623,7284445,45287.56619,2010.611372
QLD4078,QLD,4078,14817,821868770,3654,7988649,55467.96045,2186.275041
QLD4101,QLD,4101,20296,1478733803,3409,8093710,72858.38604,2374.218246
QLD4102,QLD,4102,6456,369012495,1143,2378872,57158.06924,2081.252843
QLD4103,QLD,4103,9931,612420711,1849,3722861,61667.57738,2013.445646
QLD4104,QLD,4104,4604,357568233,859,2051264,77664.69005,2387.967404
QLD4105,QLD,4105,8911,605715082,1946,4273484,67973.86174,2196.034943
QLD4106,QLD,4106,1030,53028329,232,544805,51483.81456,2348.297414
QLD4107,QLD,4107,4134,239471874,1001,2187586,57927.40058,2185.400599
QLD4108,QLD,4108,3832,176772055,758,1513807,46130.49452,1997.10686
QLD4109,QLD,4109,23587,1128909425,4003,8284285,47861.50952,2069.519111
QLD4110,QLD,4110,7633,399290443,1905,3939094,52311.07599,2067.765879
QLD4111,QLD,4111,666,32722083,122,247365,49132.25676,2027.581967
QLD4112,QLD,4112,4713,262194505,993,2280339,55632.18863,2296.413897
QLD4113,QLD,4113,18676,916925775,3558,7463369,49096.47542,2097.63041
QLD4114,QLD,4114,12413,514263474,2360,4955958,41429.42673,2099.982203
QLD4115,QLD,4115,12002,650820857,3054,7087983,54226.03374,2320.885069
QLD4116,QLD,4116,16189,832184442,3666,8036145,51404.31416,2192.074468
QLD4117,QLD,4117,1043,55923966,286,643923,53618.37584,2251.479021
QLD4118,QLD,4118,17799,933881550,4771,10817125,52468.20327,2267.265772
QLD4119,QLD,4119,3988,219706647,924,2048705,55091.93756,2217.213203
QLD4120,QLD,4120,7088,464683885,1505,3406923,65559.23885,2263.736213
QLD4121,QLD,4121,16073,1217859540,3549,8587325,75770.51826,2419.646379
QLD4122,QLD,4122,27624,1612322244,6015,13105473,58366.71894,2178.798504
QLD4123,QLD,4123,12738,747280370,2993,6726291,58665.43963,2247.340795
QLD4124,QLD,4124,11997,676509902,3386,8401825,56389.92265,2481.342292
QLD4125,QLD,4125,5475,279019761,1408,3572487,50962.51342,2537.277699
QLD4127,QLD,4127,15153,821010018,3747,8660234,54181.35142,2311.244729
QLD4128,QLD,4128,10369,608132399,2864,7389226,58649.08853,2580.037011
QLD4129,QLD,4129,3946,213457617,1081,2850073,54094.68246,2636.515264
QLD4130,QLD,4130,5629,367655472,1443,4285766,65314.52691,2970.038808
QLD4131,QLD,4131,5566,254290300,1321,2972424,45686.36364,2250.131718
QLD4132,QLD,4132,13016,598545843,3207,7253582,45985.39052,2261.796695
QLD4133,QLD,4133,10355,512641060,2731,6416480,49506.62096,2349.498352
QLD4151,QLD,4151,12654,962316211,2854,6942378,76048.38083,2432.508059
QLD4152,QLD,4152,30141,2215767811,7046,18107560,73513.41399,2569.90633
QLD4153,QLD,4153,2848,197286449,674,1635424,69271.92732,2426.445104
QLD4154,QLD,4154,6697,542013800,1801,5254423,80933.82111,2917.503054
QLD4155,QLD,4155,1010,107568964,180,582239,106503.9248,3234.661111
QLD4156,QLD,4156,2243,175174830,478,1198059,78098.45296,2506.399582
QLD4157,QLD,4157,12119,703266377,2907,7096551,58030.06659,2441.194014
QLD4158,QLD,4158,2243,132847004,582,1353303,59227.37584,2325.262887
QLD4159,QLD,4159,8776,537037677,2101,5515948,61193.90121,2625.391718
QLD4160,QLD,4160,11822,795272010,2768,7462849,67270.51345,2696.115968
QLD4161,QLD,4161,9811,544511484,2600,6001829,55500.1003,2308.395769
QLD4163,QLD,4163,9536,682751539,1969,5456846,71597.26709,2771.37938
QLD4164,QLD,4164,10707,676070317,2916,7960800,63142.83338,2730.041152
QLD4165,QLD,4165,23052,1392482100,5980,16520439,60406.12962,2762.615217
QLD4169,QLD,4169,10956,822118212,2277,5881305,75038.17196,2582.918314
QLD4170,QLD,4170,17796,1405875900,4697,12242232,78999.54484,2606.393868
QLD4171,QLD,4171,11116,1173576260,2702,8411536,105575.4102,3113.07772
QLD4172,QLD,4172,3192,219916629,816,2236013,68896.18703,2740.21201
QLD4173,QLD,4173,5219,314925332,1321,3137101,60342.08316,2374.792581
QLD4174,QLD,4174,1686,100768017,428,909698,59767.50712,2125.462617
QLD4178,QLD,4178,15564,974047552,3495,8950160,62583.3688,2560.846924
QLD4179,QLD,4179,11971,835209647,2742,7462291,69769.41333,2721.477389
QLD4183,QLD,4183,1247,63605001,245,415666,51006.4162,1696.595918
QLD4184,QLD,4184,2858,131507438,408,884249,46013.79916,2167.276961
QLD4205,QLD,4205,2720,129682367,646,1497365,47677.34081,2317.902477
QLD4207,QLD,4207,34063,1748532611,9205,22817180,51332.31398,2478.781097
QLD4208,QLD,4208,13334,775769437,4157,11340161,58179.79879,2727.967525
QLD4209,QLD,4209,37624,2064704890,11801,29995673,54877.33601,2541.79078
QLD4210,QLD,4210,13342,778851540,4100,10305971,58375.92115,2513.651463
QLD4211,QLD,4211,37305,1987889771,10882,25416141,53287.48884,2335.613031
QLD4212,QLD,4212,18987,1252799171,4774,13945275,65981.94401,2921.088186
QLD4213,QLD,4213,18061,1055235863,4914,12106356,58426.21466,2463.64591
QLD4214,QLD,4214,22957,1215318257,6022,14413772,52938.89694,2393.519097
QLD4215,QLD,4215,29799,1493628627,6897,15608625,50123.448,2263.103523
QLD4216,QLD,4216,22992,1368209983,5415,14273847,59508.08903,2635.982825
QLD4217,QLD,4217,27170,1717509312,5578,14415947,63213.44542,2584.429365
QLD4218,QLD,4218,22486,1429214240,5657,15151216,63560.18145,2678.312887
QLD4219,QLD,4219,156,9772896,43,144368,62646.76923,3357.395349
QLD4220,QLD,4220,20969,1373324388,6204,15633156,65493.07969,2519.851064
QLD4221,QLD,4221,17306,995389298,4891,12145440,57517.00555,2483.222245
QLD4223,QLD,4223,9297,544144619,2499,5986966,58529.05443,2395.744698
QLD4224,QLD,4224,4370,247169102,1289,3177443,56560.43524,2465.044996
QLD4225,QLD,4225,5286,296163661,1273,3085306,56027.93435,2423.649647
QLD4226,QLD,4226,21662,1191340010,5836,13597715,54996.769,2329.971727
QLD4227,QLD,4227,13647,749170755,4041,9453204,54896.36953,2339.32294
QLD4228,QLD,4228,3513,209736800,828,2271092,59703.04583,2742.864734
QLD4230,QLD,4230,173,10835991,53,116515,62635.78613,2198.396226
QLD4270,QLD,4270,2575,151894426,721,2048074,58988.1266,2840.601942
QLD4271,QLD,4271,553,28918644,120,328635,52294.11212,2738.625
QLD4272,QLD,4272,3994,209448209,856,2103415,52440.71332,2457.260514
QLD4275,QLD,4275,2262,120724399,570,1360399,53370.645,2386.664912
QLD4280,QLD,4280,10961,611122725,3276,8757331,55754.28565,2673.177961
QLD4285,QLD,4285,11165,580896173,2909,7087778,52028.31823,2436.499828
QLD4287,QLD,4287,384,16136255,86,141842,42021.4974,1649.325581
QLD4300,QLD,4300,37043,2145893337,10612,24210509,57929.7934,2281.427535
QLD4301,QLD,4301,17562,857354418,4600,10328631,48818.72327,2245.354565
QLD4303,QLD,4303,1808,82269705,378,758610,45503.15542,2006.904762
QLD4304,QLD,4304,8763,435621014,2016,4350818,49711.4018,2158.143849
QLD4305,QLD,4305,33731,1775831523,9142,19205205,52646.86855,2100.766244
QLD4306,QLD,4306,23361,1412177154,6923,16193010,60450.20136,2339.016322
QLD4307,QLD,4307,941,48288944,234,457688,51316.62487,1955.931624
QLD4309,QLD,4309,1681,81590029,342,770985,48536.60262,2254.342105
QLD4310,QLD,4310,3310,148866038,578,1333812,44974.63384,2307.633218
QLD4311,QLD,4311,4948,242066219,1320,2919696,48922.03294,2211.890909
QLD4312,QLD,4312,1218,57010131,220,540560,46806.34729,2457.090909
QLD4313,QLD,4313,1054,46113575,190,439257,43751.01992,2311.878947
QLD4314,QLD,4314,655,27602018,120,281948,42140.4855,2349.566667
QLD4340,QLD,4340,3027,150126897,741,1682736,49595.93558,2270.898785
QLD4341,QLD,4341,7898,400699750,2207,5068807,50734.33148,2296.695514
QLD4342,QLD,4342,1359,65120924,308,655608,47918.26637,2128.597403
QLD4343,QLD,4343,7166,310503560,1555,3283714,43330.10885,2111.713183
QLD4344,QLD,4344,1516,76078945,332,706462,50184.00066,2127.89759
QLD4346,QLD,4346,597,32567243,181,394491,54551.49581,2179.508287
QLD4347,QLD,4347,773,34321703,159,311474,44400.65071,1958.955975
QLD4350,QLD,4350,62458,3553578643,15635,31385362,56895.49206,2007.378446
QLD4352,QLD,4352,17731,1023561036,4598,9969878,57727.20298,2168.307525
QLD4353,QLD,4353,257,9977197,42,109892,38821.77821,2616.47619
QLD4354,QLD,4354,632,29876245,163,326868,47272.53956,2005.325153
QLD4355,QLD,4355,1279,51619565,239,565796,40359.31587,2367.34728
QLD4356,QLD,4356,2894,139955165,721,1726379,48360.45784,2394.423024
QLD4357,QLD,4357,1455,62927370,340,733725,43249.05155,2158.014706
QLD4358,QLD,4358,1544,77544523,423,937259,50223.13666,2215.742317
QLD4359,QLD,4359,742,36201096,162,359406,48788.53908,2218.555556
QLD4360,QLD,4360,413,16408062,89,168413,39728.96368,1892.280899
QLD4361,QLD,4361,1420,57088593,261,563711,40203.23451,2159.812261
QLD4362,QLD,4362,1347,55861980,280,518782,41471.40312,1852.792857
QLD4363,QLD,4363,438,19248593,117,285191,43946.55936,2437.529915
QLD4364,QLD,4364,181,12092329,48,101496,66808.44751,2114.5
QLD4365,QLD,4365,234,8987317,63,165674,38407.33761,2629.746032
QLD4370,QLD,4370,9986,455418927,2346,3908500,45605.74074,1666.02728
QLD4371,QLD,4371,407,14705937,77,160317,36132.52334,2082.038961
QLD4372,QLD,4372,95,3506346,11,20974,36908.90526,1906.727273
QLD4373,QLD,4373,552,23176761,112,234535,41986.88587,2094.0625
QLD4374,QLD,4374,217,8602044,50,70733,39640.75576,1414.66
QLD4375,QLD,4375,126,5113766,27,63270,40585.44444,2343.333333
QLD4376,QLD,4376,172,6743101,28,50498,39204.07558,1803.5
QLD4377,QLD,4377,336,12830568,77,153475,38186.21429,1993.181818
QLD4378,QLD,4378,208,8447034,63,114212,40610.74038,1812.888889
QLD4380,QLD,4380,4355,183448905,1012,1961795,42123.74397,1938.532609
QLD4381,QLD,4381,283,12280872,60,90678,43395.30742,1511.3
QLD4382,QLD,4382,286,10512821,63,134835,36758.11538,2140.238095
QLD4383,QLD,4383,274,9920036,59,126646,36204.51095,2146.542373
QLD4385,QLD,4385,584,22229441,106,272425,38064.1113,2570.04717
QLD4387,QLD,4387,680,27155619,162,380831,39934.73382,2350.808642
QLD4388,QLD,4388,230,14381324,49,127424,62527.49565,2600.489796
QLD4390,QLD,4390,4437,218908018,1164,2842415,49336.94343,2441.937285
QLD4400,QLD,4400,1133,59531877,362,682045,52543.58076,1884.10221
QLD4401,QLD,4401,3075,148105837,632,1295225,48164.49984,2049.406646
QLD4402,QLD,4402,139,4782025,14,25330,34403.05755,1809.285714
QLD4403,QLD,4403,418,19968803,68,158161,47772.25598,2325.897059
QLD4404,QLD,4404,288,12842195,47,115905,44590.95486,2466.06383
QLD4405,QLD,4405,8082,434062060,2011,4490309,53707.2581,2232.873695
QLD4406,QLD,4406,638,26781204,113,262578,41976.80878,2323.699115
QLD4407,QLD,4407,309,15512859,70,204754,50203.42718,2925.057143
QLD4408,QLD,4408,389,13939004,86,204961,35832.91517,2383.267442
QLD4410,QLD,4410,662,25613064,112,234837,38690.429,2096.758929
QLD4411,QLD,4411,152,6635061,27,59797,43651.71711,2214.703704
QLD4412,QLD,4412,126,5754770,27,61715,45672.77778,2285.740741
QLD4413,QLD,4413,4348,249229032,1022,2184493,57320.38454,2137.468689
QLD4415,QLD,4415,1056,52809975,203,389707,50009.44602,1919.738916
QLD4416,QLD,4416,276,12971584,60,213527,46998.49275,3558.783333
QLD4417,QLD,4417,322,16746935,74,160197,52009.11491,2164.824324
QLD4418,QLD,4418,59,2518745,10,31075,42690.59322,3107.5
QLD4419,QLD,4419,489,18590885,90,180796,38018.16973,2008.844444
QLD4420,QLD,4420,730,27684093,82,208024,37923.41507,2536.878049
QLD4421,QLD,4421,945,40067600,159,335151,42399.57672,2107.867925
QLD4422,QLD,4422,286,10499336,56,123646,36710.96503,2207.964286
QLD4423,QLD,4423,118,1925034,12,21574,16313.84746,1797.833333
QLD4424,QLD,4424,110,3292757,22,65110,29934.15455,2959.545455
QLD4425,QLD,4425,139,4122657,13,47000,29659.40288,3615.384615
QLD4426,QLD,4426,58,1902535,5,26957,32802.32759,5391.4
QLD4427,QLD,4427,185,6946766,31,96928,37550.08649,3126.709677
QLD4428,QLD,4428,379,11901448,58,204902,31402.23747,3532.793103
QLD4454,QLD,4454,509,19329975,55,111398,37976.37525,2025.418182
QLD4455,QLD,4455,5119,297295420,1032,2113947,58076.85485,2048.398256
QLD4462,QLD,4462,50,2274132,6,10301,45482.64,1716.833333
QLD4465,QLD,4465,708,31184590,137,383860,44046.03107,2801.89781
QLD4467,QLD,4467,104,1936241,13,30193,18617.70192,2322.538462
QLD4468,QLD,4468,202,5679432,26,63354,28116,2436.692308
QLD4470,QLD,4470,1902,95766300,375,665788,50350.31546,1775.434667
QLD4472,QLD,4472,765,34664745,93,234685,45313.39216,2523.494624
QLD4477,QLD,4477,270,10124355,39,97575,37497.61111,2501.923077
QLD4478,QLD,4478,275,13453632,35,78379,48922.29818,2239.4
QLD4480,QLD,4480,448,19126861,81,210437,42693.88616,2597.987654
QLD4481,QLD,4481,77,3915272,14,37847,50847.68831,2703.357143
QLD4482,QLD,4482,80,5489629,23,55355,68620.3625,2406.73913
QLD4486,QLD,4486,375,10303647,79,204807,27476.392,2592.493671
QLD4487,QLD,4487,1789,86948077,360,881116,48601.49637,2447.544444
QLD4488,QLD,4488,106,6116464,21,58726,57702.49057,2796.47619
QLD4490,QLD,4490,655,27366781,90,174237,41781.34504,1935.966667
QLD4491,QLD,4491,48,755775,7,10857,15745.3125,1551
QLD4492,QLD,4492,154,9638393,32,85026,62586.96753,2657.0625
QLD4494,QLD,4494,74,3345186,15,37202,45205.21622,2480.133333
QLD4496,QLD,4496,171,8253316,46,124271,48265.00585,2701.543478
QLD4497,QLD,4497,232,7862956,45,122306,33892.05172,2717.911111
QLD4498,QLD,4498,114,5092492,35,112513,44670.98246,3214.657143
QLD4500,QLD,4500,26319,1546202396,6844,15850104,58748.52373,2315.912332
QLD4501,QLD,4501,3364,174355903,849,1833821,51829.93549,2159.977621
QLD4502,QLD,4502,5205,290587783,1316,2870167,55828.58463,2180.977964
QLD4503,QLD,4503,28504,1558973478,7581,17696227,54693.14756,2334.286638
QLD4504,QLD,4504,11642,677067909,3287,8206864,58157.35346,2496.764223
QLD4505,QLD,4505,13469,730208190,3658,9317508,54213.98693,2547.159103
QLD4506,QLD,4506,12914,635132112,3302,7758295,49181.67198,2349.5745
QLD4507,QLD,4507,9315,460220771,1780,4471023,49406.41664,2511.810674
QLD4508,QLD,4508,9660,458706372,2526,6144815,47485.13168,2432.626683
QLD4509,QLD,4509,21081,1276303202,5935,14472120,60542.82064,2438.436394
QLD4510,QLD,4510,26809,1266893597,6582,16061003,47256.2795,2440.140231
QLD4511,QLD,4511,4843,244501788,1252,3194668,50485.60562,2551.651757
QLD4512,QLD,4512,2186,119778859,500,1257118,54793.6226,2514.236
QLD4514,QLD,4514,3777,191724534,994,2538966,50761.06275,2554.291751
QLD4515,QLD,4515,2515,124853774,489,1076805,49643.64771,2202.055215
QLD4516,QLD,4516,2676,147400034,677,1811535,55082.22496,2675.827179
QLD4517,QLD,4517,551,30054616,162,401186,54545.58258,2476.45679
QLD4518,QLD,4518,3068,160304147,756,1859004,52250.37386,2459
QLD4519,QLD,4519,5182,271869231,1339,3262570,52464.1511,2436.572069
QLD4520,QLD,4520,8725,686328954,1750,4832702,78662.3443,2761.544
QLD4521,QLD,4521,3020,189358729,696,1853104,62701.56589,2662.505747
QLD4550,QLD,4550,2680,136137776,704,1629097,50797.67761,2314.058239
QLD4551,QLD,4551,36674,1973273965,9560,23266489,53805.80152,2433.733159
QLD4552,QLD,4552,5262,255094307,809,1937890,48478.58362,2395.414091
QLD4553,QLD,4553,4987,280995466,1406,3581221,56345.59174,2547.098862
QLD4554,QLD,4554,1217,65576579,275,693812,53883.7954,2522.952727
QLD4555,QLD,4555,4346,240783539,1003,2362275,55403.48343,2355.209372
QLD4556,QLD,4556,27287,1601231140,6551,15058866,58681.09869,2298.712563
QLD4557,QLD,4557,12809,723322239,3368,8392979,56469.84456,2491.977138
QLD4558,QLD,4558,13164,673809545,3180,7320415,51185.77522,2302.017296
QLD4559,QLD,4559,4045,217490052,995,2308219,53767.62719,2319.81809
QLD4560,QLD,4560,19988,1020056119,4868,10522951,51033.42601,2161.65797
QLD4561,QLD,4561,5077,276586311,1164,2745360,54478.29643,2358.556701
QLD4562,QLD,4562,5471,314654751,1115,2540471,57513.20618,2278.449327
QLD4563,QLD,4563,5436,288130460,1078,2503887,53004.13171,2322.715213
QLD4564,QLD,4564,7142,380337647,1770,3903655,53253.66102,2205.454802
QLD4565,QLD,4565,8318,401210800,1770,3890130,48234.04665,2197.813559
QLD4566,QLD,4566,5572,347491781,921,2279804,62363.92337,2475.35722
QLD4567,QLD,4567,7879,540683762,1500,3933189,68623.39916,2622.126
QLD4568,QLD,4568,2224,109894073,512,1092177,49412.80261,2133.158203
QLD4569,QLD,4569,987,45096314,195,424357,45690.28774,2176.189744
QLD4570,QLD,4570,22435,1031488783,4660,9735625,45976.76768,2089.189914
QLD4571,QLD,4571,465,20193165,77,221196,43426.16129,2872.675325
QLD4572,QLD,4572,2737,178265088,692,1744799,65131.56303,2521.385838
QLD4573,QLD,4573,18326,1044086762,4563,10844899,56972.97621,2376.703704
QLD4574,QLD,4574,769,33740162,149,322104,43875.37321,2161.771812
QLD4575,QLD,4575,16581,1033203247,4085,10455664,62312.48097,2559.526071
QLD4580,QLD,4580,1984,79559711,311,767484,40100.66079,2467.794212
QLD4581,QLD,4581,758,33841468,155,343449,44645.73615,2215.8
QLD4600,QLD,4600,371,15527852,68,139254,41854.04852,2047.852941
QLD4601,QLD,4601,559,20604058,63,155069,36858.77996,2461.412698
QLD4605,QLD,4605,1979,81417849,313,599270,41140.90399,1914.600639
QLD4606,QLD,4606,1210,53653463,272,499598,44341.70496,1836.757353
QLD4608,QLD,4608,466,20332435,86,191735,43631.83476,2229.476744
QLD4610,QLD,4610,7713,384578225,1588,2712962,49861.04304,1708.414358
QLD4611,QLD,4611,63,1966008,6,17478,31206.47619,2913
QLD4612,QLD,4612,151,4600469,23,40587,30466.68212,1764.652174
QLD4613,QLD,4613,323,10656071,56,128620,32990.93189,2296.785714
QLD4614,QLD,4614,510,20310100,105,159835,39823.72549,1522.238095
QLD4615,QLD,4615,3049,136865405,621,1209503,44888.62086,1947.669887
QLD4620,QLD,4620,205,8375058,30,77033,40853.94146,2567.766667
QLD4621,QLD,4621,780,28909694,95,199111,37063.71026,2095.905263
QLD4625,QLD,4625,1531,63605283,280,593062,41544.92685,2118.078571
QLD4626,QLD,4626,1341,53489508,239,512070,39887.77629,2142.552301
QLD4627,QLD,4627,350,13658927,37,65072,39025.50571,1758.702703
QLD4630,QLD,4630,1270,53173936,163,331626,41869.24094,2034.515337
QLD4650,QLD,4650,15486,712860244,2938,5795087,46032.56128,1972.459837
QLD4655,QLD,4655,30292,1477116842,6893,15024521,48762.60537,2179.678079
QLD4659,QLD,4659,2082,86579333,410,868667,41584.69404,2118.7
QLD4660,QLD,4660,3552,201673150,608,1234503,56777.35079,2030.432566
QLD4662,QLD,4662,302,14162823,68,159794,46896.7649,2349.911765
QLD4670,QLD,4670,41871,2160860076,8656,18846223,51607.55836,2177.243877
QLD4671,QLD,4671,2827,116845440,577,1293598,41331.95614,2241.937608
QLD4673,QLD,4673,319,14234255,62,152145,44621.48903,2453.951613
QLD4674,QLD,4674,654,28421653,119,321538,43458.18502,2702
QLD4676,QLD,4676,90,4702723,13,47341,52252.47778,3641.615385
QLD4677,QLD,4677,2049,102000126,417,1002919,49780.44217,2405.081535
QLD4678,QLD,4678,453,24515114,90,194836,54117.24945,2164.844444
QLD4680,QLD,4680,29497,2007697656,7889,15232713,68064.46947,1930.880086
QLD4694,QLD,4694,129,7223300,29,53260,55994.57364,1836.551724
QLD4695,QLD,4695,547,33381548,159,336619,61026.59598,2117.100629
QLD4697,QLD,4697,85,3900423,13,22874,45887.32941,1759.538462
QLD4699,QLD,4699,230,12512174,38,77814,54400.75652,2047.736842
QLD4700,QLD,4700,9071,579381084,1751,3514629,63871.79848,2007.21245
QLD4701,QLD,4701,23502,1394032542,4552,9192789,59315.48558,2019.505492
QLD4702,QLD,4702,15318,894988163,2993,6581717,58427.22046,2199.036752
QLD4703,QLD,4703,13461,869053470,3031,7032533,64560.84021,2320.202243
QLD4704,QLD,4704,105,5549602,16,31945,52853.35238,1996.5625
QLD4705,QLD,4705,219,10568221,31,76856,48256.71689,2479.225806
QLD4707,QLD,4707,102,5606758,19,66878,54968.21569,3519.894737
QLD4709,QLD,4709,390,34610813,141,352232,88745.67436,2498.099291
QLD4710,QLD,4710,2514,148920885,507,1175048,59236.62888,2317.648915
QLD4711,QLD,4711,1078,72480178,220,469199,67235.78664,2132.722727
QLD4712,QLD,4712,220,11660231,35,62760,53001.05,1793.142857
QLD4713,QLD,4713,268,11992247,24,40601,44747.1903,1691.708333
QLD4714,QLD,4714,1045,52670228,192,404569,50402.13206,2107.130208
QLD4715,QLD,4715,4107,276188020,782,1376769,67248.11785,1760.574169
QLD4716,QLD,4716,505,27225297,56,114516,53911.47921,2044.928571
QLD4717,QLD,4717,2615,220312406,593,1268658,84249.48604,2139.389545
QLD4718,QLD,4718,1216,84553699,278,596403,69534.29194,2145.334532
QLD4719,QLD,4719,611,31398648,98,261551,51388.94926,2668.887755
QLD4720,QLD,4720,9072,661061993,2106,5108603,72868.38547,2425.737417
QLD4721,QLD,4721,2152,140730827,375,859357,65395.36571,2291.618667
QLD4722,QLD,4722,1104,63943202,140,287956,57919.56703,2056.828571
QLD4723,QLD,4723,835,46864548,160,358868,56125.20719,2242.925
QLD4724,QLD,4724,391,16222743,50,119155,41490.3913,2383.1
QLD4725,QLD,4725,830,45858231,109,259686,55250.88072,2382.440367
QLD4726,QLD,4726,237,9060045,25,49482,38228.03797,1979.28
QLD4727,QLD,4727,165,5731477,31,55804,34736.22424,1800.129032
QLD4728,QLD,4728,102,4838384,13,35902,47435.13725,2761.692308
QLD4730,QLD,4730,1923,108286820,355,814698,56311.39886,2294.923944
QLD4731,QLD,4731,91,4630425,16,34017,50883.79121,2126.0625
QLD4732,QLD,4732,83,1619519,13,27778,19512.27711,2136.769231
QLD4735,QLD,4735,672,33918878,100,211776,50474.52083,2117.76
QLD4736,QLD,4736,83,5562132,14,38962,67013.63855,2783
QLD4737,QLD,4737,4784,310150199,1046,2620200,64830.72722,2504.971319
QLD4738,QLD,4738,659,38723002,115,268929,58760.24583,2338.513043
QLD4739,QLD,4739,190,8637306,33,81547,45459.50526,2471.121212
QLD4740,QLD,4740,50520,3481267392,12659,29733798,68908.69739,2348.826764
QLD4741,QLD,4741,3804,244053811,759,1853342,64157.15326,2441.820817
QLD4742,QLD,4742,575,37055709,128,350793,64444.7113,2740.570313
QLD4743,QLD,4743,274,24057218,103,298787,87800.06569,2900.84466
QLD4744,QLD,4744,5028,472248137,1344,3257277,93923.65493,2423.569196
QLD4745,QLD,4745,1398,121765174,377,964483,87099.55222,2558.310345
QLD4746,QLD,4746,874,81406636,276,613436,93142.60412,2222.594203
QLD4750,QLD,4750,3277,224410582,859,2064468,68480.49496,2403.338766
QLD4751,QLD,4751,2932,206668810,746,1762807,70487.31583,2363.012064
QLD4753,QLD,4753,2668,194755089,759,2017241,72996.66004,2657.761528
QLD4754,QLD,4754,1314,84868917,310,749260,64588.21689,2416.967742
QLD4756,QLD,4756,380,18667583,76,180693,49125.21842,2377.539474
QLD4757,QLD,4757,171,9187986,31,72206,53730.91228,2329.225806
QLD4798,QLD,4798,465,25049562,81,186650,53870.02581,2304.320988
QLD4799,QLD,4799,555,28833144,111,293412,51951.61081,2643.351351
QLD4800,QLD,4800,5545,314570263,1253,3125275,56730.43517,2494.233839
QLD4801,QLD,4801,124,5513565,8,9359,44464.23387,1169.875
QLD4802,QLD,4802,7240,410464488,1875,4446285,56693.99006,2371.352
QLD4803,QLD,4803,928,46359235,49,88832,49956.0722,1812.897959
QLD4804,QLD,4804,1009,67347940,264,455092,66747.21506,1723.833333
QLD4805,QLD,4805,6358,347970971,1354,2871385,54729.6274,2120.66839
QLD4806,QLD,4806,2200,115528498,467,880630,52512.95364,1885.717345
QLD4807,QLD,4807,6522,359970730,1343,2565059,55193.3042,1909.947133
QLD4808,QLD,4808,668,35977399,139,254993,53858.38174,1834.482014
QLD4809,QLD,4809,566,28017560,108,188841,49500.9894,1748.527778
QLD4810,QLD,4810,13823,1001174294,3383,6627647,72428.1483,1959.103458
QLD4811,QLD,4811,6879,437331576,2097,4207319,63574.87658,2006.351454
QLD4812,QLD,4812,10325,604140521,2524,4712299,58512.39913,1866.996434
QLD4813,QLD,4813,512,31856415,336,656345,62219.56055,1953.407738
QLD4814,QLD,4814,25296,1530437801,6571,11668993,60501.17809,1775.832141
QLD4815,QLD,4815,11207,592803925,3078,6063417,52895.86196,1969.921053
QLD4816,QLD,4816,4519,250036312,912,2022185,55330.00929,2217.308114
